5,197761128,4,1500264305,197761133
1,198744359,5,1509115194,198744360
3,198744359,3,1504806373,198744362
4,198744359,3,1509413037,198744363
5,198744359,4,1500215361,198744364
1,214424927,3,1516156016,214424928
2,214424927,1,1519593588,214424929
3,214424927,4,1520651254,214424930
4,214424927,1,1511197691,214424931
5,214424927,1,1519289955,214424932
1,218025469,5,1507003418,218025470
4,218025469,4,1513092040,218025473
5,218025469,1,1502898353,218025474
1,236689221,5,1503771089,236689222
4,236689221,5,1520702281,236689225
5,236689221,4,1513177111,236689226
1,246598954,1,1512897021,246598955
3,246598954,4,1508451451,246598957
5,246598954,4,1503753880,246598959
1,252963363,1,1513774536,252963364
3,252963363,3,1513605489,252963366
5,252963363,4,1521915004,252963368
5,252963363,5,1505234551,252963368
1,256545398,4,1512775817,256545399
4,256545398,2,1513197849,256545402
5,256545398,3,1508939680,256545403
1,320599297,5,1517284362,320599298
3,320599297,5,1510391324,320599300
5,320599297,5,1518528819,320599302
5,320599297,5,1508633662,320599302
1,324049461,3,1510304182,324049462
2,324049461,5,1517515824,324049463
4,324049461,3,1515612753,324049465
5,324049461,3,1521185382,324049466
1,324794559,3,1506586717,324794560
2,324794559,5,1501361909,324794561
4,324794559,4,1500469962,324794563
5,324794559,2,1520160720,324794564
1,326589235,5,1517759156,326589236
4,326589235,2,1515043458,326589239
5,326589235,5,1512881804,326589240
1,359175448,1,1518437181,359175449
3,359175448,5,1519765476,359175451
5,359175448,3,1510946704,359175453
5,359175448,5,1510849127,359175453
1,361009830,3,1512545016,361009831
2,361009830,2,1503921107,361009832
4,361009830,2,1500205857,361009834
5,361009830,1,1518483278,361009835
1,398147120,5,1512014951,398147121
3,398147120,3,1511386829,398147123
4,398147120,1,1507049857,398147124
5,398147120,2,1500863775,398147125
1,406913223,2,1521253795,406913224
2,406913223,5,1508214852,406913225
4,406913223,3,1513881965,406913227
5,406913223,3,1509905626,406913228
5,406913223,4,1513201089,406913228
1,407592189,4,1502133997,407592190
3,407592189,5,1503667390,407592192
4,407592189,3,1520138329,407592193
5,407592189,1,1500702954,407592194
1,441281220,4,1515902777,441281221
2,441281220,3,1499038267,441281222
4,441281220,4,1523148065,441281224
5,441281220,4,1516565387,441281225
1,446438980,2,1507109732,446438981
2,446438980,3,1506070523,446438982
4,446438980,1,1511938296,446438984
5,446438980,4,1503424858,446438985
1,450129422,5,1521091665,450129423
2,450129422,1,1520604388,450129424
4,450129422,5,1502812381,450129426
5,450129422,4,1507630380,450129427
1,457614206,5,1512348370,457614207
3,457614206,5,1502106078,457614209
4,457614206,3,1505746205,457614210
5,457614206,5,1499316155,457614211
1,501062111,2,1501074757,501062112
4,501062111,1,1516495579,501062115
5,501062111,5,1519334949,501062116
1,517525180,3,1504199281,517525181
3,517525180,4,1503246202,517525183
4,517525180,4,1504124660,517525184
5,517525180,5,1500424748,517525185
5,517525180,2,1501845733,517525185
1,577567532,4,1501381446,577567533
3,577567532,2,1498458850,577567535
4,577567532,4,1508657532,577567536
5,577567532,4,1518779763,577567537
5,577567532,1,1503712568,577567537
1,587283098,1,1498497691,587283099
2,587283098,2,1518004495,587283100
4,587283098,3,1519782060,587283102
5,587283098,3,1498445354,587283103
1,588406452,3,1511204187,588406453
2,588406452,1,1517967471,588406454
3,588406452,3,1515577686,588406455
4,588406452,1,1514276844,588406456
5,588406452,3,1499689981,588406457
5,588406452,4,1519063990,588406457
5,588406452,1,1500934425,588406457
1,606767326,2,1508701630,606767327
4,606767326,1,1511503949,606767330
5,606767326,2,1522993033,606767331
1,621581218,1,1518932471,621581219
2,621581218,2,1500409721,621581220
4,621581218,1,1501696938,621581222
5,621581218,4,1518605210,621581223
1,646936790,3,1517800157,646936791
3,646936790,5,1521211408,646936793
5,646936790,4,1514984356,646936795
5,646936790,5,1505385320,646936795
1,651470324,4,1523264982,651470325
3,651470324,2,1511749960,651470327
5,651470324,3,1510982696,651470329
5,651470324,2,1503579365,651470329
1,654071238,3,1501975498,654071239
3,654071238,1,1504507455,654071241
4,654071238,1,1517941730,654071242
5,654071238,5,1510022915,654071243
1,657657719,1,1502544025,657657720
2,657657719,5,1506127012,657657721
4,657657719,2,1517880240,657657723
5,657657719,4,1503796440,657657724
1,666836697,5,1508555047,666836698
3,666836697,2,1513822963,666836700
4,666836697,2,1503416188,666836701
5,666836697,4,1511133859,666836702
1,677627496,3,1515763146,677627497
3,677627496,1,1510777888,677627499
,677627496,4,1500777037,677627496
5,677627496,2,1507186255,677627501
5,677627496,4,1522278230,677627501
1,678538124,2,1520707891,678538125
2,678538124,3,1513580271,678538126
4,678538124,3,1512743150,678538128
5,678538124,1,1500761799,678538129
1,684399110,5,1502192671,684399111
3,684399110,3,1512503244,684399113
5,684399110,5,1506992441,684399115
5,684399110,1,1517209302,684399115
1,690354438,5,1517241239,690354439
2,690354438,5,1520307199,690354440
4,690354438,3,1519884336,690354442
5,690354438,1,1509876207,690354443
1,695003060,2,1521513448,695003061
4,695003060,3,1519842775,695003064
5,695003060,2,1513001511,695003065
1,702761649,5,1513042168,702761650
4,702761649,3,1504013243,702761653
5,702761649,2,1499379437,702761654
1,714250281,3,1510984209,714250282
2,714250281,1,1505029163,714250283
4,714250281,2,1522394659,714250285
5,714250281,5,1520309141,714250286
1,732568130,5,1519289216,732568131
3,732568130,3,1505840503,732568133
4,732568130,2,1516343478,732568134
5,732568130,5,1504354265,732568135
1,763522143,3,1522583979,763522144
2,763522143,5,1504235285,763522145
4,763522143,1,1506740854,763522147
5,763522143,2,1517293517,763522148
1,808661208,4,1504363976,808661209
2,808661208,2,1516690063,808661210
4,808661208,2,1516025652,808661212
5,808661208,1,1516857429,808661213
1,829891752,2,1502081105,829891753
2,829891752,3,1517891013,829891754
4,829891752,3,1509381829,829891756
5,829891752,2,1505645352,829891757
5,829891752,1,1520341575,829891757
1,907713498,2,1520600075,907713499
4,907713498,4,1521181886,907713502
5,907713498,2,1523671969,907713503
1,908408514,4,1514379994,908408515
3,908408514,1,1515118613,908408517
4,908408514,1,1512376338,908408518
5,908408514,3,1523517795,908408519
5,908408514,3,1523627696,908408519
1,917611901,2,1511960992,917611902
2,917611901,4,1506418068,917611903
4,917611901,3,1507580514,917611905
5,917611901,2,1509071727,917611906
1,944972616,3,1512883900,944972617
3,944972616,2,1504354783,944972619
4,944972616,4,1499135015,944972620
5,944972616,1,1504128096,944972621
5,944972616,5,1507386701,944972621
1,981382244,2,1510015057,981382245
2,981382244,3,1507228924,981382246
4,981382244,4,1503469431,981382248
5,981382244,1,1502110556,981382249
1,991138012,5,1521814437,991138013
3,991138012,4,1500020940,991138015
5,991138012,2,1501311011,991138017
5,991138012,2,1498470872,991138017
1,998456116,1,1518838533,998456117
3,998456116,4,1522782360,998456119
4,998456116,1,1503593053,998456120
5,998456116,2,1521627531,998456121
5,998456116,3,1515696016,998456121
